,Make,Injury.Severity,Number.of.Engines,Engine.Type
64099,Hawker Beechcraft Corp.,Non-Fatal,2.0,Turbo Prop
64106,PIPER AIRCRAFT INC,Fatal,1.0,Reciprocating
64108,Christer,Non-Fatal,1.0,Reciprocating
64110,BEECH,Fatal,1.0,Reciprocating
64113,RANS,Non-Fatal,1.0,Reciprocating
64116,BOEING,Non-Fatal,2.0,Turbo Fan
64121,Bartle,Non-Fatal,1.0,Reciprocating
64130,MOONEY,Fatal,1.0,Reciprocating
64136,Ulrich Christen,Fatal,1.0,Reciprocating
64149,RAYTHEON AIRCRAFT COMPANY,Non-Fatal,1.0,Reciprocating
64154,CESSNA,Fatal,2.0,Turbo Jet
64165,ROCKWELL,Non-Fatal,1.0,Reciprocating
64167,MAULE,Non-Fatal,1.0,Reciprocating
64172,Willey,Non-Fatal,1.0,Reciprocating
64174,Ritter,Fatal,1.0,Reciprocating
64178,SIKORSKY,Non-Fatal,2.0,Turbo Shaft
64179,Aircraft Mfg & Dev. Co.,Non-Fatal,1.0,Reciprocating
64183,CESSNA,Non-Fatal,2.0,Reciprocating
64191,ROBINSON,Fatal,1.0,Reciprocating
64194,J&J Ultralights,Non-Fatal,1.0,Reciprocating
64199,Cirrus Design Corp,Fatal,1.0,Reciprocating
64212,Jenkins,Fatal,1.0,Reciprocating
64216,Cirrus,Fatal,1.0,Reciprocating
64218,Ercoupe (Eng & Research Corp.),Non-Fatal,1.0,Reciprocating
64222,BEECH,Fatal,2.0,Reciprocating
64229,Gulfstream-Schweizer,Non-Fatal,1.0,Turbo Prop
64232,Grumman-Schweizer,Non-Fatal,1.0,Reciprocating
64234,AEROSPATIALE,Non-Fatal,2.0,Turbo Shaft
64237,Mooney,Fatal,1.0,Reciprocating
64239,PIPER,Fatal,1.0,Reciprocating
64243,McDonnell Douglas,Non-Fatal,1.0,Turbo Shaft
64251,Kenney,Non-Fatal,1.0,Reciprocating
64252,Douglas D. Turner,Non-Fatal,1.0,Reciprocating
64257,BEECH,Non-Fatal,1.0,Reciprocating
64260,Hatle,Non-Fatal,1.0,Reciprocating
64262,Thomas J. Dorsey,Non-Fatal,1.0,Reciprocating
64280,Koleno,Non-Fatal,1.0,Reciprocating
64286,BARDOUCHE,Non-Fatal,1.0,Reciprocating
64295,American Aviation Corp. (AAC),Non-Fatal,1.0,Reciprocating
64298,Glasair,Fatal,1.0,Reciprocating
64300,Powell,Non-Fatal,1.0,Reciprocating
64302,Chech Aircraft Works SPOL SRO,Fatal,1.0,Reciprocating
64303,CARTWRIGHT H JR/COTTRELL M,Fatal,1.0,Reciprocating
64311,Cirrus Design Corp.,Fatal,1.0,Reciprocating
64313,HAWKER BEECHCRAFT CORP,Non-Fatal,1.0,Reciprocating
64314,Curtiss-Wright,Non-Fatal,1.0,Reciprocating
64316,VIC TATELMAN,Non-Fatal,1.0,Reciprocating
64317,RAYTHEON,Fatal,2.0,Turbo Prop
64319,William E. Furr,Non-Fatal,1.0,Reciprocating
64321,Grumman American Aviation,Non-Fatal,1.0,Reciprocating
64323,BELL,Non-Fatal,1.0,Reciprocating
64326,Snobird,Non-Fatal,1.0,Reciprocating
64332,"Questair, Inc.",Non-Fatal,1.0,Reciprocating
64334,Wim J Huisman,Non-Fatal,1.0,Reciprocating
64335,EMBRAER,Non-Fatal,2.0,Turbo Prop
64337,Dayon,Fatal,1.0,Reciprocating
64344,BOEING,Non-Fatal,1.0,Reciprocating
64346,CESSNA,Non-Fatal,2.0,Turbo Fan
64347,EUROCOPTER,Fatal,1.0,Turbo Shaft
64351,PIPER,Non-Fatal,2.0,Reciprocating
64352,Gulfstream-Schweizer,Non-Fatal,1.0,Reciprocating
64354,AIR TRACTOR,Fatal,1.0,Turbo Prop
64358,Emory B. Wood,Fatal,1.0,Reciprocating
64362,AeroFab,Fatal,1.0,Reciprocating
64366,VELDHUIZEN,Non-Fatal,1.0,Reciprocating
64370,BLEVENS GARY,Fatal,1.0,Reciprocating
64372,TOMBLINGSON-LEATHERS,Non-Fatal,1.0,Reciprocating
64377,Haecker,Non-Fatal,1.0,Reciprocating
64390,Pierson,Non-Fatal,1.0,Reciprocating
64394,Dragon Fly Aviation,Fatal,1.0,Reciprocating
64399,Carlton M. Cadwell,Fatal,1.0,Reciprocating
64402,HUGHES,Non-Fatal,1.0,Reciprocating
64406,BOMBARDIER INC,Non-Fatal,2.0,Turbo Fan
64415,BELLANCA,Non-Fatal,1.0,Reciprocating
64416,Canup,Non-Fatal,1.0,Reciprocating
64417,VICKERS,Non-Fatal,1.0,Reciprocating
64419,Ervin,Non-Fatal,1.0,Reciprocating
64428,TROMSNESS ENTERPRISES INC,Fatal,1.0,Turbo Prop
64434,de Havilland,Non-Fatal,1.0,Turbo Prop
64435,Evektor Aerotechnik,Non-Fatal,1.0,Reciprocating
64442,2007 Savage Air LLC,Non-Fatal,1.0,Turbo Prop
64444,Yakovlev,Fatal,1.0,Reciprocating
64450,ROCKWELL,Non-Fatal,2.0,Turbo Prop
64459,Thompson Howard,Non-Fatal,1.0,Reciprocating
64460,Garrett Gerald P,Fatal,1.0,Turbo Prop
64462,Schempp-Hirth,Non-Fatal,1.0,Reciprocating
64470,DICKENSON,Fatal,1.0,Reciprocating
64471,Greco,Non-Fatal,1.0,Reciprocating
64477,Shaffstall,Non-Fatal,1.0,Reciprocating
64478,GRUMMAN,Non-Fatal,1.0,Reciprocating
64485,Commander,Non-Fatal,2.0,Reciprocating
64487,Desalvatore Al,Fatal,1.0,Reciprocating
64491,EXTRA Flugzeugproduktions-GMBH,Fatal,1.0,Reciprocating
64492,Thorp,Fatal,1.0,Reciprocating
64500,ROBINSON HELICOPTER COMPANY,Non-Fatal,1.0,Reciprocating
64502,CESSNA,Non-Fatal,1.0,Turbo Prop
64508,Kuntz,Non-Fatal,1.0,Reciprocating
64512,"Thrush Aircraft, Inc.",Non-Fatal,1.0,Reciprocating
64513,EUROCOPTER DEUTSCHLAND GMBH,Fatal,2.0,Turbo Shaft
64523,Beech,Fatal,1.0,Reciprocating
64526,Hawker Beechcraft Corporation,Non-Fatal,2.0,Reciprocating
64531,HUGHES,Non-Fatal,1.0,Turbo Shaft
64536,STINSON,Non-Fatal,1.0,Reciprocating
64540,FAIRCHILD HILLER,Fatal,1.0,Turbo Shaft
64544,de Havilland,Fatal,1.0,Reciprocating
64547,DeHavilland,Non-Fatal,1.0,Turbo Jet
64553,Mason,Non-Fatal,1.0,Reciprocating
64554,Dowell Vaughn,Non-Fatal,1.0,Reciprocating
64560,Babcock,Non-Fatal,1.0,Reciprocating
64567,Columbia Aircraft Mfg.,Non-Fatal,1.0,Reciprocating
64568,"Cortesy, John E",Non-Fatal,1.0,Reciprocating
64571,BOEING,Non-Fatal,3.0,Turbo Fan
64572,Grumman American,Fatal,1.0,Reciprocating
64573,PILATUS,Non-Fatal,1.0,Turbo Prop
64578,BEECH,Fatal,2.0,Turbo Prop
64581,MAULE,Fatal,1.0,Reciprocating
64582,AVIATE,Fatal,1.0,Reciprocating
64583,AEROSPATIALE,Fatal,1.0,Turbo Shaft
64588,Kitfox IV,Non-Fatal,1.0,Reciprocating
64597,Nolan,Fatal,1.0,Reciprocating
64598,Kolb,Fatal,1.0,Reciprocating
64608,McDonnell Douglas Helicopter C,Fatal,1.0,Turbo Shaft
64610,Mischanko,Non-Fatal,1.0,Reciprocating
64630,Poulin L/Cullen D,Fatal,1.0,Reciprocating
64631,AERO COMMANDER,Non-Fatal,2.0,Turbo Prop
64635,Quad City Ultralight Aircraft,Fatal,1.0,Reciprocating
64644,Aeros,Non-Fatal,1.0,Reciprocating
64645,LUCAS D E/ LUCAS K A,Fatal,1.0,Reciprocating
64651,AERO COMMANDER,Non-Fatal,2.0,Reciprocating
64653,Davison,Non-Fatal,1.0,Reciprocating
64654,HARMS ROBERT M,Fatal,1.0,Reciprocating
64658,SOCATA,Fatal,1.0,Turbo Prop
64663,Extra Flugzeugbau,Fatal,1.0,Reciprocating
64664,Eclipse Aviation Corporation,Non-Fatal,2.0,Turbo Fan
64665,BEECH,Non-Fatal,2.0,Reciprocating
64685,Kindig,Non-Fatal,1.0,Reciprocating
64688,BELL,Fatal,1.0,Turbo Shaft
64693,MKII Corporation,Non-Fatal,1.0,Reciprocating
64697,Piper Cub Crafters,Non-Fatal,1.0,Reciprocating
64703,Clarke Colin,Non-Fatal,1.0,Reciprocating
64713,Marrin,Non-Fatal,1.0,Reciprocating
64714,AIR TRACTOR INC,Non-Fatal,1.0,Turbo Prop
64715,British Aircraft Corp. (BAC),Non-Fatal,1.0,Turbo Jet
64719,Heldeberg Design,Non-Fatal,1.0,Reciprocating
64722,Airborne,Fatal,1.0,Reciprocating
64727,DOUGLAS,Non-Fatal,3.0,Turbo Fan
64731,Beech Aircraft Corp,Fatal,1.0,Reciprocating
64738,POWRACHUTE,Non-Fatal,1.0,Reciprocating
64739,MCKEEHAN JAMES F,Fatal,1.0,Reciprocating
64740,HELTON,Fatal,1.0,Reciprocating
64745,Hughes Aero,Non-Fatal,1.0,Reciprocating
64749,Grumman-Schweizer,Non-Fatal,1.0,Turbo Prop
64750,Yates,Fatal,1.0,Reciprocating
64751,DEHAVILLAND,Fatal,2.0,Turbo Prop
64753,AIR TRACTOR,Non-Fatal,1.0,Reciprocating
64756,"Uetz, Walter",Non-Fatal,1.0,Reciprocating
64760,CIRRUS DESIGN CORP,Non-Fatal,1.0,Reciprocating
64763,Dennis P. McGurk,Fatal,1.0,Reciprocating
64765,Southern Powered Parachutes,Non-Fatal,1.0,Reciprocating
64767,Taylorcraft Aviation,Non-Fatal,1.0,Reciprocating
64769,Mercer,Non-Fatal,1.0,Reciprocating
64770,Flight Design GMBH,Non-Fatal,1.0,Reciprocating
64775,Beech,Fatal,2.0,Turbo Prop
64779,Nord (SNCAN),Non-Fatal,1.0,Reciprocating
64780,Aero Vodochody Aero. Works,Fatal,1.0,Turbo Jet
64789,"Arrow Falcon Exporters, Inc.",Non-Fatal,1.0,Turbo Shaft
64791,"Wolseley Motors, Inc.",Non-Fatal,1.0,Reciprocating
64793,EUROCOPTER,Non-Fatal,1.0,Turbo Shaft
64794,Snow,Fatal,1.0,Turbo Prop
64796,AIR TRACTOR,Non-Fatal,1.0,Turbo Prop
64798,ENSTROM HELICOPTER CORP,Non-Fatal,1.0,Turbo Shaft
64800,SCHWEIZER,Non-Fatal,1.0,Reciprocating
64817,Marvin A. Smith,Non-Fatal,1.0,Reciprocating
64819,Lima,Non-Fatal,1.0,Reciprocating
64821,BOEING,Non-Fatal,2.0,Turbo Jet
64825,AMS Flight,Fatal,1.0,Reciprocating
64839,La Moutte,Non-Fatal,1.0,Reciprocating
64847,Yowell,Non-Fatal,1.0,Reciprocating
64862,Mauck,Fatal,1.0,Reciprocating
64864,Lanier James A,Fatal,1.0,Reciprocating
64865,SMITH,Non-Fatal,2.0,Reciprocating
64871,Chomo,Non-Fatal,1.0,Reciprocating
64874,Challenger,Non-Fatal,1.0,Reciprocating
64875,Roof,Non-Fatal,1.0,Reciprocating
64876,SCHWEIZER,Fatal,1.0,Reciprocating
64877,MOONEY,Non-Fatal,1.0,Reciprocating
64882,STOL,Non-Fatal,2.0,Reciprocating
64884,ROCKWELL INTERNATIONAL,Non-Fatal,1.0,Reciprocating
64886,Jahns,Fatal,1.0,Reciprocating
64894,SHANNON KEVIN,Fatal,1.0,Reciprocating
64896,LANCAIR COMPANY,Non-Fatal,1.0,Reciprocating
64905,"Tallent, Chris M.",Non-Fatal,1.0,Reciprocating
64906,Douglas A. Pohl,Fatal,1.0,Reciprocating
64908,MCDONNELL DOUGLAS,Non-Fatal,2.0,Turbo Fan
64914,Evektor-Aerotechnik,Non-Fatal,1.0,Reciprocating
64915,Huebner,Non-Fatal,1.0,Reciprocating
64916,TRAXLER JOHN N,Non-Fatal,1.0,Reciprocating
64919,Colyaer SL,Fatal,1.0,Reciprocating
64924,David Jarrett,Non-Fatal,1.0,Reciprocating
64925,Grumman Acft Eng,Non-Fatal,1.0,Reciprocating
64929,Jonsson,Non-Fatal,1.0,Reciprocating
64931,AGUSTA,Non-Fatal,2.0,Turbo Shaft
64935,Iversen,Fatal,1.0,Reciprocating
64938,GRUMMAN,Fatal,1.0,Reciprocating
64943,Diamond,Non-Fatal,1.0,Reciprocating
64946,Stits Aircraft,Non-Fatal,1.0,Reciprocating
64947,J. E. Douglas,Non-Fatal,1.0,Reciprocating
64949,HUGHES,Fatal,1.0,Reciprocating
64952,Drochak,Fatal,1.0,Reciprocating
64955,CESSNA,Fatal,2.0,Turbo Prop
64957,AMS Flight,Non-Fatal,1.0,Reciprocating
64959,EVEKTOR-AEROTECHNIK AS,Non-Fatal,1.0,Reciprocating
64961,Holmes Arthur Orman,Non-Fatal,1.0,Reciprocating
64967,"Nichols Rans, Inc.",Fatal,1.0,Reciprocating
64972,Aerotek,Fatal,1.0,Reciprocating
64974,HUGHES,Fatal,1.0,Turbo Shaft
64977,INDY AIRCRAFT LTD,Non-Fatal,1.0,Reciprocating
64982,BUSCHMANN ROBERT E,Non-Fatal,1.0,Turbo Shaft
64985,Extra Flugzeugproduktions-und,Non-Fatal,1.0,Reciprocating
64986,Aero SP Z O O (Gobosh),Non-Fatal,1.0,Reciprocating
64989,Czech Aircraft Works,Fatal,1.0,Reciprocating
64990,BEECH,Non-Fatal,2.0,Turbo Prop
64993,MD Helicopters Inc,Non-Fatal,2.0,Turbo Shaft
64997,DEHAVILLAND,Non-Fatal,1.0,Reciprocating
65001,CARRITHERS CARL L,Non-Fatal,1.0,Reciprocating
65002,Antares - Balaban,Non-Fatal,1.0,Reciprocating
65009,Howell,Non-Fatal,1.0,Reciprocating
65014,Marshall James J,Fatal,1.0,Reciprocating
65015,BELL,Fatal,1.0,Reciprocating
65017,Tuth,Non-Fatal,1.0,Reciprocating
65034,GRIMES BARRY R,Non-Fatal,1.0,Reciprocating
65036,BOLENBAUGH PHILLIP WILLIAM,Non-Fatal,1.0,Reciprocating
65039,SANDS THOMAS E,Non-Fatal,1.0,Reciprocating
65040,RAYTHEON COMPANY,Non-Fatal,1.0,Reciprocating
65042,Evektor-Aerotechnik AS,Non-Fatal,1.0,Reciprocating
65049,Saab-Scania AB (Saab),Non-Fatal,2.0,Turbo Prop
65050,WSL PZL,Non-Fatal,1.0,Turbo Prop
65052,Kolb,Non-Fatal,1.0,Reciprocating
65061,Raytheon Corporate Jets,Fatal,2.0,Turbo Fan
65062,MOSER GEORG,Fatal,1.0,Reciprocating
65065,Morris George,Fatal,1.0,Reciprocating
65067,Groom,Non-Fatal,1.0,Reciprocating
65070,LONG,Fatal,1.0,Reciprocating
65071,DIAMOND,Non-Fatal,1.0,Reciprocating
65077,Cubcrafter,Non-Fatal,1.0,Reciprocating
65090,Powrachute,Non-Fatal,1.0,Reciprocating
65096,Osborne,Fatal,1.0,Reciprocating
65104,GRUMMAN,Fatal,2.0,Reciprocating
65107,Piper Aircraft,Non-Fatal,1.0,Reciprocating
65110,Collard,Non-Fatal,1.0,Reciprocating
65113,Flynn Van,Non-Fatal,1.0,Reciprocating
65114,GT Ultralights,Fatal,1.0,Reciprocating
65118,Evektor Aerotechnik AS,Non-Fatal,1.0,Reciprocating
65125,Ouzts Rodney,Non-Fatal,1.0,Reciprocating
65129,Lyons,Non-Fatal,1.0,Reciprocating
65133,Falk,Non-Fatal,1.0,Reciprocating
65134,Piper,Fatal,1.0,Reciprocating
65141,NORTH WING,Non-Fatal,1.0,Reciprocating
65147,Morane-Saulnier,Non-Fatal,2.0,Turbo Jet
65160,Dickey,Fatal,1.0,Reciprocating
65164,Steven A. Jones,Non-Fatal,1.0,Reciprocating
65168,Anglin,Non-Fatal,1.0,Reciprocating
65169,Bowman,Fatal,1.0,Reciprocating
65171,ERCOUPE,Fatal,1.0,Reciprocating
65177,Aircraft Mfg & Dev. Co. (AMD),Non-Fatal,1.0,Reciprocating
65195,SOCATA,Non-Fatal,1.0,Reciprocating
65196,Rouse,Non-Fatal,1.0,Reciprocating
65205,AYRES,Fatal,1.0,Turbo Prop
65206,Roberto P. Garcia,Fatal,1.0,Reciprocating
65208,Eberle,Non-Fatal,1.0,Reciprocating
65210,Aeros LTD,Non-Fatal,1.0,Reciprocating
65213,Grumman Acft Eng,Non-Fatal,1.0,Turbo Prop
65222,CESSNA,Non-Fatal,2.0,Turbo Prop
65225,Hawker,Non-Fatal,1.0,Reciprocating
65229,Ferree,Non-Fatal,1.0,Reciprocating
65231,SOCATA,Fatal,1.0,Reciprocating
65232,NTBK,Non-Fatal,1.0,Reciprocating
65234,MURRAY FRANK H,Non-Fatal,1.0,Reciprocating
65238,Killgore,Fatal,1.0,Reciprocating
65241,BOEING,Non-Fatal,2.0,Turbo Shaft
65243,SACREY W MICHAEL,Non-Fatal,1.0,Reciprocating
65251,LAKE,Non-Fatal,1.0,Reciprocating
65254,Europro CZ,Non-Fatal,1.0,Reciprocating
65261,ANDERSON R E/ABROMAVICH L J,Non-Fatal,1.0,Reciprocating
65262,BOEING,Non-Fatal,4.0,Turbo Fan
65263,SCHWEIZER AIRCRAFT CORP,Non-Fatal,1.0,Turbo Prop
65276,Helie,Non-Fatal,1.0,Reciprocating
65281,Lien,Fatal,1.0,Reciprocating
65295,Wasson Loehle,Non-Fatal,1.0,Reciprocating
65300,FANTASY AIR SRO,Non-Fatal,1.0,Reciprocating
65307,CONVAIR,Fatal,2.0,Turbo Prop
65316,ROCKWELL INTERNATIONAL,Non-Fatal,1.0,Turbo Prop
65317,LANCAIR,Non-Fatal,1.0,Turbo Prop
65318,LOCKHEED,Fatal,4.0,Turbo Jet
65319,STEPPLING,Non-Fatal,1.0,Reciprocating
65326,WEATHERLY,Non-Fatal,1.0,Reciprocating
65332,Smith Wylie Jay,Non-Fatal,1.0,Reciprocating
65333,DIEHL WILLIAM A,Non-Fatal,1.0,Reciprocating
65335,AIRBORNE,Fatal,1.0,Reciprocating
65336,Debus J / Mountain S / Bowes E,Fatal,1.0,Reciprocating
65348,Tetrault Ronad,Non-Fatal,1.0,Reciprocating
65349,GULFSTREAM AMERICAN CORP,Fatal,1.0,Reciprocating
65353,Dufault Mark V,Fatal,1.0,Reciprocating
65361,Miltenberger,Non-Fatal,1.0,Reciprocating
65365,Brubaker,Non-Fatal,1.0,Reciprocating
65369,Diamond Aircraft Industry Inc,Non-Fatal,1.0,Reciprocating
65371,Cirrus Design Corporation,Fatal,1.0,Reciprocating
65375,MOONEY AIRCRAFT CORP.,Non-Fatal,1.0,Reciprocating
65381,American Champion (ACAC),Fatal,1.0,Reciprocating
65383,SUKHOI,Non-Fatal,1.0,Reciprocating
65390,AERONCA,Non-Fatal,1.0,Reciprocating
65393,FLEET,Non-Fatal,1.0,Reciprocating
65394,Snelling,Non-Fatal,1.0,Reciprocating
65396,INDUS AVIATION INC,Non-Fatal,1.0,Reciprocating
65397,Goetz,Non-Fatal,1.0,Reciprocating
65401,CESSNA AIRCRAFT CO,Non-Fatal,1.0,Reciprocating
65404,GULFSTREAM-SCHWEIZER A/C CORP,Non-Fatal,1.0,Turbo Prop
65407,Piper Aerostar,Fatal,2.0,Reciprocating
65410,CUB CRAFTERS,Non-Fatal,1.0,Reciprocating
65414,Berrie,Non-Fatal,1.0,Reciprocating
65416,Learjet,Fatal,2.0,Turbo Fan
65417,DIAMOND AIRCRAFT,Non-Fatal,1.0,Reciprocating
65418,STEARMAN AIRCRAFT,Non-Fatal,1.0,Reciprocating
65421,POWRACHUTE CORP,Non-Fatal,1.0,Reciprocating
65424,Sorrell Aircraft,Non-Fatal,1.0,Reciprocating
65432,NAGEL,Fatal,1.0,Reciprocating
65436,RAYTHEON,Non-Fatal,1.0,Reciprocating
65439,Cox Clyde H,Non-Fatal,1.0,Reciprocating
65444,BELL HELICOPTER TEXTRON,Non-Fatal,1.0,Turbo Shaft
65449,BICE DAVID E,Non-Fatal,1.0,Reciprocating
65450,Sport Flight International,Non-Fatal,1.0,Reciprocating
65452,AEROSPATIALE,Fatal,2.0,Turbo Shaft
65454,GIER TRAVIS H,Non-Fatal,1.0,Reciprocating
65461,NORTH AMERICAN,Non-Fatal,1.0,Reciprocating
65466,MCDONNELL DOUGLAS HELICOPTER,Non-Fatal,1.0,Turbo Shaft
65469,LAIRD,Non-Fatal,1.0,Reciprocating
65470,Bezinque,Non-Fatal,1.0,Reciprocating
65485,ANTONOVICH ANTON B,Fatal,1.0,Reciprocating
65491,Bonde,Fatal,1.0,Reciprocating
65493,CZECH AIRCRAFT WORKS SPOL SRO,Non-Fatal,1.0,Reciprocating
65505,INIZIATIVE INDUSTRIALI ITALIAN,Fatal,1.0,Reciprocating
65506,MD Helicopter Inc,Non-Fatal,2.0,Turbo Shaft
65514,VELOCITY INC,Non-Fatal,1.0,Reciprocating
65517,Pegasus Aviation,Non-Fatal,1.0,Reciprocating
65518,Holland,Non-Fatal,1.0,Reciprocating
65525,Sabre,Fatal,1.0,Reciprocating
65535,STEELE  JOHN J,Non-Fatal,1.0,Reciprocating
65538,Hargett,Fatal,1.0,Reciprocating
65540,BELL,Fatal,2.0,Turbo Shaft
65545,Heisler,Fatal,1.0,Reciprocating
65558,AIRBUS,Non-Fatal,2.0,Turbo Fan
65559,MOSES TIM C,Fatal,1.0,Reciprocating
65560,ROYSE DAVID,Non-Fatal,1.0,Reciprocating
65564,ROBINSON HELICOPTER,Non-Fatal,1.0,Reciprocating
65566,STINSON,Fatal,1.0,Reciprocating
65573,HOLM MICHAEL J,Non-Fatal,1.0,Reciprocating
65581,NAVAL AIRCRAFT FACTORY,Non-Fatal,1.0,Reciprocating
65584,CAMPBELL EARL S JR,Non-Fatal,1.0,Reciprocating
65585,CHAMBERLIN VICTOR WAYNE,Non-Fatal,1.0,Reciprocating
65588,SILFVAST,Fatal,1.0,Reciprocating
65594,HILLER,Non-Fatal,1.0,Reciprocating
65597,Hilderson Oswald,Non-Fatal,1.0,Reciprocating
65599,GRUMMAN AMERICAN AVN. CORP.,Non-Fatal,1.0,Reciprocating
65600,HARTTER LENNY J,Non-Fatal,1.0,Reciprocating
65606,CONSTRUCCIONES AERONAUTICAS SA,Non-Fatal,2.0,Turbo Prop
65607,HEMP TIMOTHY,Non-Fatal,1.0,Reciprocating
65609,FOX JACK G,Non-Fatal,1.0,Reciprocating
65616,SUNDT DANIEL N,Non-Fatal,1.0,Reciprocating
65617,JOHNSON LEONARD G,Non-Fatal,1.0,Reciprocating
65621,GENERAL ATOMICS,Non-Fatal,1.0,Turbo Prop
65622,Universal,Fatal,1.0,Reciprocating
65624,MILLER J KIRTLEY,Fatal,1.0,Reciprocating
65625,PARTENAVIA SPA,Fatal,2.0,Reciprocating
65627,Quicksilver II,Non-Fatal,1.0,Reciprocating
65631,WSK PZL MIELEC,Non-Fatal,1.0,Reciprocating
65632,RANDALL AMANDA,Non-Fatal,1.0,Reciprocating
65652,AMERICAN GENERAL ACFT CORP,Non-Fatal,1.0,Reciprocating
65659,DAVIS DANIEL T,Non-Fatal,1.0,Reciprocating
65660,DeHavilland,Non-Fatal,2.0,Turbo Prop
65670,BRANTLY,Non-Fatal,1.0,Reciprocating
65676,ROBINSON HELICOPTER COMPANY,Fatal,1.0,Reciprocating
65681,MCDONNELL DOUGLAS,Fatal,1.0,Turbo Shaft
65693,HAUSER U/HAUSER J,Non-Fatal,1.0,Reciprocating
65695,DASSAULT-BREGUET,Non-Fatal,3.0,Turbo Jet
65696,TARANTOLA,Non-Fatal,1.0,Reciprocating
65697,NICKEL,Non-Fatal,1.0,Reciprocating
65700,Leroy Lakey,Non-Fatal,1.0,Reciprocating
65706,EXTRA FLUGZEUGBAU GMBH,Non-Fatal,1.0,Reciprocating
65717,ROCKWELL INTERNATIONAL,Fatal,2.0,Turbo Prop
65724,ROCKWELL INTERNATIONAL,Non-Fatal,2.0,Reciprocating
65729,MERRELL STEPHEN,Non-Fatal,1.0,Reciprocating
65732,MILLER,Non-Fatal,1.0,Reciprocating
65735,MITSUBISHI,Non-Fatal,2.0,Turbo Prop
65738,MCDONNELL DOUGLAS,Non-Fatal,2.0,Turbo Jet
65746,Kimball Enterprises Inc,Non-Fatal,1.0,Reciprocating
65748,BOMBARDIER,Non-Fatal,2.0,Turbo Fan
65757,KAMAN,Fatal,1.0,Turbo Shaft
65764,HESS JOHN L,Non-Fatal,1.0,Reciprocating
65769,DIAMOND,Fatal,1.0,Reciprocating
65770,Steven G Goonen,Non-Fatal,1.0,Reciprocating
65774,Hawker Beechcraft,Fatal,2.0,Reciprocating
65779,DASSAULT/SUD,Non-Fatal,2.0,Turbo Fan
65783,Beechcraft,Non-Fatal,2.0,Turbo Fan
65784,CZECH AIRCRAFT WORKS,Non-Fatal,1.0,Reciprocating
65786,SOCATA,Non-Fatal,1.0,Turbo Prop
65792,MOORE DAVID,Non-Fatal,1.0,Reciprocating
65793,Reamer,Fatal,1.0,Reciprocating
65798,MICHEL PAUL JOHN,Non-Fatal,1.0,Reciprocating
65806,MD HELICOPTER,Non-Fatal,2.0,Turbo Shaft
65809,Michael Muratore,Non-Fatal,1.0,Reciprocating
65810,JOHNSON BARRON T,Non-Fatal,1.0,Reciprocating
65814,COTTON GALEN M,Non-Fatal,1.0,Turbo Shaft
65815,STEMME GMBH & CO,Non-Fatal,1.0,Reciprocating
65827,LANTZAIR FLYERS INC,Fatal,1.0,Reciprocating
65829,AIR TRACTOR INC,Fatal,1.0,Turbo Prop
65831,PZL,Non-Fatal,1.0,Reciprocating
65832,NANCHANG CHINA,Fatal,1.0,Reciprocating
65834,LEARJET,Non-Fatal,2.0,Turbo Fan
65836,SIKORSKY,Fatal,2.0,Turbo Shaft
65842,ROWLAND,Non-Fatal,1.0,Reciprocating
65847,LAVIGNA,Non-Fatal,1.0,Reciprocating
65848,INMAN J D,Non-Fatal,1.0,Reciprocating
65851,PARKER,Non-Fatal,1.0,Reciprocating
65858,PILATUS AIRCRAFT LTD,Fatal,1.0,Turbo Prop
65860,PIPER,Non-Fatal,1.0,Turbo Prop
65864,Probst,Fatal,1.0,Reciprocating
65869,STITS FLUT-R-BUG,Non-Fatal,1.0,Reciprocating
65871,Gulfstream Aerospace Corp,Fatal,2.0,Turbo Prop
65872,AIR TRACTOR INC,Non-Fatal,1.0,Reciprocating
65874,GLASER-DIRKS,Fatal,1.0,Reciprocating
65875,JONES RODNEY V,Non-Fatal,1.0,Reciprocating
65876,QUICKSILVER,Non-Fatal,1.0,Reciprocating
65878,MULEC FRANK A,Non-Fatal,1.0,Reciprocating
65879,SIEMER JAMES H,Non-Fatal,1.0,Reciprocating
65885,RYAN,Non-Fatal,1.0,Reciprocating
65888,MD HELICOPTER INC,Non-Fatal,1.0,Turbo Shaft
65889,Dickson Vans Aircraft,Non-Fatal,1.0,Reciprocating
65891,ULTRA FLIGHT LLC,Non-Fatal,1.0,Reciprocating
65899,Remos Aircraft GmbH,Fatal,1.0,Reciprocating
65901,AERO COMMANDER,Non-Fatal,1.0,Reciprocating
65904,AEROSPATIALE ALENIA,Non-Fatal,2.0,Turbo Prop
65905,SIAI-MARCHETTI,Fatal,1.0,Reciprocating
65906,COX WILLIAM M,Fatal,1.0,Reciprocating
65912,Cirrus Design,Fatal,1.0,Reciprocating
65914,D-Fly,Non-Fatal,1.0,Reciprocating
65915,QUICKSILVER,Fatal,1.0,Reciprocating
65916,BELLANCA,Fatal,1.0,Reciprocating
65919,HALL STEVEN C,Non-Fatal,1.0,Reciprocating
65926,SCHWEIZER AIRCRAFT CORP,Non-Fatal,1.0,Reciprocating
65933,DOUGLAS,Non-Fatal,2.0,Turbo Prop
65934,NEW PIPER AIRCRAFT INC,Non-Fatal,1.0,Turbo Prop
65936,Seher,Non-Fatal,1.0,Reciprocating
65948,EMBRAER,Fatal,2.0,Turbo Prop
