,Make,Aircraft.Category,Number.of.Engines,Engine.Type,Injury.Severity
497,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
498,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
499,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
500,Howard Aircraft Corp.,Airplane,1.0,Reciprocating,Non-Fatal
501,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
502,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
505,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
506,Boeing,Airplane,4.0,Turbo Fan,Incident
507,Piper,Airplane,1.0,Reciprocating,Incident
508,Piper,Airplane,1.0,Reciprocating,Non-Fatal
509,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
511,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
512,Piper,Airplane,1.0,Reciprocating,Non-Fatal
513,Beech,Airplane,2.0,Reciprocating,Non-Fatal
514,Piper,Airplane,2.0,Reciprocating,Non-Fatal
515,Swearingen,Airplane,2.0,Turbo Prop,Incident
516,Piper,Airplane,1.0,Reciprocating,Non-Fatal
517,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
518,Beech,Airplane,1.0,Reciprocating,Non-Fatal
520,Rockwell,Airplane,1.0,Reciprocating,Non-Fatal
521,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
522,Douglas,Airplane,2.0,Turbo Fan,Incident
523,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
524,Rockwell,Airplane,1.0,Reciprocating,Non-Fatal
525,Varga,Airplane,1.0,Reciprocating,Non-Fatal
526,Piper,Airplane,1.0,Reciprocating,Non-Fatal
527,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
528,Hatz,Airplane,1.0,Reciprocating,Non-Fatal
529,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
530,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
531,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
532,Nord Aviation,Airplane,2.0,Turbo Prop,Incident
533,Cessna,Airplane,2.0,Reciprocating,Fatal(1)
534,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
535,Beech,Airplane,2.0,Reciprocating,Non-Fatal
536,Beech,Airplane,2.0,Reciprocating,Non-Fatal
537,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
538,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
539,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
541,Piper,Airplane,2.0,Reciprocating,Non-Fatal
542,Piper,Airplane,1.0,Reciprocating,Non-Fatal
543,Piper,Airplane,2.0,Reciprocating,Non-Fatal
544,Beech,Airplane,1.0,Reciprocating,Non-Fatal
545,Piper,Airplane,2.0,Reciprocating,Non-Fatal
546,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
547,Cessna,Airplane,2.0,Turbo Jet,Non-Fatal
548,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
549,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
550,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
551,Beech,Airplane,1.0,Reciprocating,Non-Fatal
552,Piper,Airplane,1.0,Reciprocating,Non-Fatal
553,Crook,Airplane,1.0,Reciprocating,Non-Fatal
554,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
555,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
556,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
557,American Yankee,Airplane,1.0,Reciprocating,Fatal(6)
558,Boeing,Airplane,4.0,Turbo Jet,Fatal(6)
559,Piper,Airplane,1.0,Reciprocating,Non-Fatal
560,Piper,Airplane,1.0,Reciprocating,Non-Fatal
561,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
562,Helio,Airplane,1.0,Reciprocating,Non-Fatal
563,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
564,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
565,Colonial,Airplane,1.0,Reciprocating,Non-Fatal
566,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
567,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
568,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
569,Piper,Airplane,2.0,Reciprocating,Non-Fatal
570,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
571,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
572,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
573,Piper,Airplane,1.0,Reciprocating,Non-Fatal
574,Beech,Airplane,2.0,Reciprocating,Fatal(1)
575,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
576,Piper,Airplane,1.0,Reciprocating,Non-Fatal
577,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
578,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
579,Beech,Airplane,1.0,Reciprocating,Non-Fatal
580,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
581,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
582,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
583,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
584,Gulfstream American,Airplane,1.0,Reciprocating,Non-Fatal
585,Piper,Airplane,2.0,Reciprocating,Non-Fatal
586,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
587,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
588,Beech,Airplane,2.0,Reciprocating,Fatal(1)
589,Cessna,Airplane,2.0,Reciprocating,Fatal(3)
590,Cessna,Airplane,2.0,Reciprocating,Incident
591,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
592,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
593,Beech,Airplane,1.0,Reciprocating,Fatal(1)
596,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
597,Mooney,Airplane,1.0,Reciprocating,Fatal(1)
598,Piper,Airplane,1.0,Reciprocating,Fatal(1)
600,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
601,Piper,Airplane,1.0,Reciprocating,Non-Fatal
602,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
603,Piper,Airplane,1.0,Reciprocating,Non-Fatal
605,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
606,Piper,Airplane,1.0,Reciprocating,Incident
607,Cessna,Airplane,2.0,Reciprocating,Fatal(5)
608,Piper,Airplane,1.0,Reciprocating,Fatal(2)
609,Cessna,Airplane,2.0,Reciprocating,Fatal(1)
610,Bede Aircraft,Airplane,1.0,Reciprocating,Fatal(2)
611,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
612,Piper,Airplane,1.0,Reciprocating,Non-Fatal
613,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
614,Piper,Airplane,1.0,Reciprocating,Non-Fatal
615,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
617,Beech,Airplane,1.0,Reciprocating,Fatal(3)
618,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
619,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
621,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
622,Piper,Airplane,1.0,Reciprocating,Non-Fatal
623,Rockwell,Airplane,2.0,Turbo Jet,Incident
624,Cessna,Airplane,1.0,Reciprocating,Incident
625,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
626,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
627,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
628,Beech,Airplane,1.0,Reciprocating,Non-Fatal
629,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
630,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
632,Mckinley Eaa,Airplane,1.0,Reciprocating,Non-Fatal
634,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
636,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
637,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
638,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
639,Cessna,Airplane,1.0,Reciprocating,Fatal(5)
640,Piper,Airplane,1.0,Reciprocating,Non-Fatal
641,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
643,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
644,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
646,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
647,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
649,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
650,Howard Aircraft Corp.,Airplane,1.0,Reciprocating,Non-Fatal
651,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
652,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
653,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
654,Snow,Airplane,1.0,Reciprocating,Non-Fatal
655,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
656,Piper,Airplane,1.0,Reciprocating,Non-Fatal
657,Piper,Airplane,1.0,Reciprocating,Non-Fatal
658,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
659,Piper,Airplane,1.0,Reciprocating,Non-Fatal
660,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
661,Rockwell,Airplane,2.0,Turbo Prop,Non-Fatal
662,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
663,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
664,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
665,Piper,Airplane,1.0,Reciprocating,Fatal(1)
666,Piper,Airplane,2.0,Reciprocating,Incident
667,Rockwell Commander,Airplane,1.0,Reciprocating,Non-Fatal
668,Piper,Airplane,2.0,Reciprocating,Non-Fatal
669,Boeing,Airplane,4.0,Turbo Jet,Non-Fatal
670,Piper,Airplane,1.0,Reciprocating,Non-Fatal
671,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
672,Piper,Airplane,1.0,Reciprocating,Non-Fatal
673,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
675,Piper,Airplane,1.0,Reciprocating,Non-Fatal
676,Gulfstream,Airplane,2.0,Turbo Prop,Incident
677,Beech,Airplane,2.0,Reciprocating,Incident
678,Piper,Airplane,1.0,Reciprocating,Non-Fatal
679,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
680,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
681,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
682,Piper,Airplane,1.0,Reciprocating,Non-Fatal
683,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
684,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
685,Beech,Airplane,2.0,Reciprocating,Non-Fatal
687,Beech,Airplane,2.0,Reciprocating,Fatal(6)
688,Mooney,Airplane,1.0,Reciprocating,Fatal(3)
689,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
690,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
691,Piper,Airplane,1.0,Reciprocating,Non-Fatal
692,Champion,Airplane,1.0,Reciprocating,Non-Fatal
693,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
694,Stinson,Airplane,1.0,Reciprocating,Fatal(4)
695,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
696,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
698,Piper,Airplane,1.0,Reciprocating,Non-Fatal
699,Beech,Airplane,2.0,Reciprocating,Non-Fatal
700,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
701,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
702,Piper,Airplane,1.0,Reciprocating,Fatal(4)
703,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
704,Piper,Airplane,1.0,Reciprocating,Non-Fatal
705,Piper,Airplane,1.0,Reciprocating,Non-Fatal
706,Piper,Airplane,2.0,Reciprocating,Non-Fatal
707,Curtiss-wright,Airplane,2.0,Reciprocating,Non-Fatal
708,Mooney,Airplane,1.0,Reciprocating,Fatal(2)
709,Gulfstream American,Airplane,2.0,Turbo Prop,Fatal(1)
710,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
711,Piper,Airplane,1.0,Reciprocating,Non-Fatal
712,Ercoupe,Airplane,1.0,Reciprocating,Non-Fatal
713,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
714,Aero Commander,Airplane,1.0,Reciprocating,Non-Fatal
715,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
716,Piper,Airplane,1.0,Reciprocating,Non-Fatal
717,Beech,Airplane,1.0,Reciprocating,Fatal(2)
718,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
719,Swearingen,Airplane,2.0,Turbo Prop,Incident
720,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
721,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
722,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
723,Piper,Airplane,1.0,Reciprocating,Non-Fatal
724,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
725,Piper,Airplane,1.0,Reciprocating,Non-Fatal
726,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
727,Piper,Airplane,1.0,Reciprocating,Non-Fatal
729,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
730,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
731,Piper,Airplane,1.0,Reciprocating,Non-Fatal
733,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
734,Piper,Airplane,2.0,Reciprocating,Incident
736,Beech,Airplane,1.0,Reciprocating,Fatal(4)
737,Rockwell,Airplane,2.0,Turbo Fan,Incident
738,Piper,Airplane,2.0,Reciprocating,Incident
739,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
741,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
742,Piper,Airplane,1.0,Reciprocating,Non-Fatal
743,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
744,Piper,Airplane,1.0,Reciprocating,Non-Fatal
745,Beech,Airplane,2.0,Reciprocating,Non-Fatal
747,Beech,Airplane,1.0,Reciprocating,Fatal(2)
748,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
749,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
750,Beech,Airplane,1.0,Reciprocating,Non-Fatal
751,Beech,Airplane,1.0,Reciprocating,Fatal(3)
752,Beech,Airplane,1.0,Reciprocating,Non-Fatal
753,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
754,Piper-aerostar,Airplane,2.0,Reciprocating,Non-Fatal
755,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
756,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
757,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
758,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
759,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
760,Cessna,Airplane,2.0,Reciprocating,Incident
762,Piper,Airplane,1.0,Reciprocating,Fatal(1)
763,Piper,Airplane,2.0,Reciprocating,Non-Fatal
764,Rockwell Intl.,Airplane,1.0,Reciprocating,Non-Fatal
765,Piper,Airplane,1.0,Reciprocating,Non-Fatal
766,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
767,Piper,Airplane,1.0,Reciprocating,Non-Fatal
768,Swearingen,Airplane,2.0,Turbo Prop,Non-Fatal
769,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
770,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
772,Beech,Airplane,2.0,Reciprocating,Fatal(2)
773,Mooney,Airplane,1.0,Reciprocating,Fatal(2)
774,Cessna,Airplane,2.0,Reciprocating,Fatal(3)
775,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
776,Ryan,Airplane,1.0,Reciprocating,Non-Fatal
777,Piper,Airplane,1.0,Reciprocating,Non-Fatal
778,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
779,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
780,Piper,Airplane,2.0,Reciprocating,Non-Fatal
781,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
782,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
783,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
784,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
785,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
786,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
787,Piper,Airplane,1.0,Reciprocating,Non-Fatal
788,Piper,Airplane,1.0,Reciprocating,Non-Fatal
789,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
790,Beech,Airplane,2.0,Reciprocating,Non-Fatal
791,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
792,Piper,Airplane,1.0,Reciprocating,Non-Fatal
793,Piper,Airplane,1.0,Reciprocating,Non-Fatal
794,Cessna,Airplane,1.0,Reciprocating,Fatal(3)
795,Jurca,Airplane,1.0,Reciprocating,Non-Fatal
796,Boeing,Airplane,3.0,Turbo Fan,Incident
798,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
799,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
800,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
801,Piper,Airplane,2.0,Reciprocating,Non-Fatal
802,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
803,Cessna,Airplane,1.0,Reciprocating,Fatal(3)
804,Piper,Airplane,1.0,Reciprocating,Non-Fatal
805,Piper,Airplane,1.0,Reciprocating,Non-Fatal
807,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
808,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
809,Piper,Airplane,1.0,Reciprocating,Non-Fatal
810,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
811,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
812,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
815,Martin-pitts,Airplane,1.0,Reciprocating,Non-Fatal
816,Piper,Airplane,2.0,Reciprocating,Non-Fatal
817,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
818,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
819,Piper,Airplane,1.0,Reciprocating,Non-Fatal
820,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
821,Piper,Airplane,1.0,Reciprocating,Non-Fatal
822,Piper,Airplane,2.0,Reciprocating,Non-Fatal
823,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
824,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
827,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
828,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
829,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
830,Piper,Airplane,2.0,Reciprocating,Non-Fatal
832,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
833,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
834,Goodyear,Airplane,1.0,Reciprocating,Non-Fatal
835,Quickie,Airplane,1.0,Reciprocating,Non-Fatal
836,Rand,Airplane,1.0,Reciprocating,Non-Fatal
837,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
840,Piper,Airplane,1.0,Reciprocating,Fatal(3)
841,Piper,Airplane,1.0,Reciprocating,Non-Fatal
842,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
843,Rutan,Airplane,1.0,Reciprocating,Non-Fatal
846,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
847,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
848,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
849,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
850,Piper,Airplane,2.0,Reciprocating,Non-Fatal
851,Piper,Airplane,1.0,Reciprocating,Non-Fatal
855,Mooney,Airplane,1.0,Reciprocating,Fatal(3)
856,Cessna,Airplane,1.0,Reciprocating,Fatal(4)
857,Maule,Airplane,1.0,Reciprocating,Fatal(1)
858,Beech,Airplane,1.0,Reciprocating,Non-Fatal
859,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
860,Avres Corp.,Airplane,1.0,Reciprocating,Non-Fatal
861,Grum Amer,Airplane,1.0,Reciprocating,Non-Fatal
862,Piper,Airplane,2.0,Reciprocating,Non-Fatal
863,Piper,Airplane,2.0,Reciprocating,Non-Fatal
864,Evans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
865,Cessna,Airplane,1.0,Reciprocating,Fatal(3)
866,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
869,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
871,Ayres,Airplane,1.0,Reciprocating,Non-Fatal
872,Beech,Airplane,1.0,Reciprocating,Non-Fatal
873,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
874,Piper,Airplane,1.0,Reciprocating,Non-Fatal
875,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
876,Maule,Airplane,1.0,Reciprocating,Non-Fatal
878,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
879,Beech,Airplane,1.0,Reciprocating,Non-Fatal
880,Weatherly,Airplane,1.0,Reciprocating,Non-Fatal
881,Smith,Airplane,1.0,Reciprocating,Fatal(1)
882,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
883,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
884,Stampe Renard,Airplane,1.0,Reciprocating,Non-Fatal
885,Piper,Airplane,2.0,Reciprocating,Fatal(3)
886,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
887,Beech,Airplane,1.0,Reciprocating,Non-Fatal
888,Cessna,Airplane,2.0,Reciprocating,Fatal(5)
890,Beech,Airplane,2.0,Turbo Prop,Incident
891,Fairchild,Airplane,1.0,Reciprocating,Non-Fatal
892,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
893,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
894,De Havilland,Airplane,1.0,Reciprocating,Non-Fatal
895,Evans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
896,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
897,Piper,Airplane,1.0,Reciprocating,Non-Fatal
898,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
899,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
900,Beech,Airplane,1.0,Reciprocating,Non-Fatal
901,Boeing,Airplane,3.0,Turbo Fan,Non-Fatal
902,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
903,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
904,Piper,Airplane,1.0,Reciprocating,Non-Fatal
906,Rockwell,Airplane,2.0,Turbo Fan,Incident
907,Cessna,Airplane,1.0,Reciprocating,Incident
908,Lockheed,Airplane,3.0,Turbo Fan,Incident
909,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
911,Piper,Airplane,1.0,Reciprocating,Non-Fatal
912,Mitsubishi,Airplane,2.0,Turbo Prop,Fatal(6)
913,Piper,Airplane,1.0,Reciprocating,Non-Fatal
914,Maule,Airplane,1.0,Reciprocating,Non-Fatal
915,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
916,Beech,Airplane,2.0,Reciprocating,Fatal(1)
917,Beech,Airplane,1.0,Reciprocating,Fatal(3)
918,Piper,Airplane,1.0,Reciprocating,Non-Fatal
919,Pitts Special,Airplane,1.0,Reciprocating,Non-Fatal
923,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
924,Weatherly,Airplane,1.0,Reciprocating,Non-Fatal
925,Piper,Airplane,1.0,Reciprocating,Fatal(1)
927,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
928,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
929,Piper,Airplane,1.0,Reciprocating,Non-Fatal
930,Tailwind,Airplane,1.0,Reciprocating,Non-Fatal
931,Piper,Airplane,1.0,Reciprocating,Non-Fatal
932,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
933,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
936,Grumman,Airplane,1.0,Reciprocating,Fatal(1)
937,Mooney,Airplane,1.0,Reciprocating,Fatal(4)
938,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
939,Aerotek-pitts,Airplane,1.0,Reciprocating,Non-Fatal
940,North American,Airplane,1.0,Reciprocating,Non-Fatal
941,Piper,Airplane,1.0,Reciprocating,Non-Fatal
942,Beech,Airplane,2.0,Reciprocating,Non-Fatal
943,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
944,Piper,Airplane,1.0,Reciprocating,Non-Fatal
945,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
946,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
947,Piper,Airplane,1.0,Reciprocating,Non-Fatal
948,Beech,Airplane,1.0,Reciprocating,Fatal(1)
949,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
952,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
953,Weatherly,Airplane,1.0,Reciprocating,Non-Fatal
954,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
955,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
956,Piper,Airplane,1.0,Reciprocating,Non-Fatal
957,Beech,Airplane,1.0,Reciprocating,Non-Fatal
958,Beech,Airplane,1.0,Reciprocating,Non-Fatal
959,Hartman,Airplane,1.0,Reciprocating,Non-Fatal
960,Spezio,Airplane,1.0,Reciprocating,Fatal(1)
962,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
964,Rand,Airplane,1.0,Reciprocating,Non-Fatal
965,Dauntless,Airplane,1.0,Reciprocating,Fatal(2)
966,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
967,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
968,Homebuilt,Airplane,1.0,Reciprocating,Non-Fatal
969,Beech,Airplane,2.0,Reciprocating,Non-Fatal
970,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
971,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
972,Beech,Airplane,1.0,Reciprocating,Non-Fatal
974,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
975,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
976,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
977,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
978,Piper,Airplane,2.0,Reciprocating,Non-Fatal
979,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
980,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
982,Bellanca,Airplane,1.0,Reciprocating,Fatal(1)
984,Piper,Airplane,2.0,Reciprocating,Non-Fatal
987,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
989,Boeing,Airplane,1.0,Reciprocating,Fatal(1)
990,Beech,Airplane,1.0,Reciprocating,Fatal(2)
991,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
993,Piper,Airplane,2.0,Reciprocating,Non-Fatal
994,Piper,Airplane,2.0,Reciprocating,Non-Fatal
995,Piper,Airplane,1.0,Reciprocating,Non-Fatal
998,Cessna,Airplane,2.0,Reciprocating,Fatal(1)
999,Beech,Airplane,2.0,Reciprocating,Fatal(2)
1000,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1001,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
1003,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1004,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1005,Beech,Airplane,1.0,Reciprocating,Non-Fatal
1007,Smith,Airplane,2.0,Reciprocating,Non-Fatal
1008,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
1009,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
1010,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1011,Christian,Airplane,1.0,Reciprocating,Non-Fatal
1012,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1013,Piper,Airplane,1.0,Reciprocating,Non-Fatal
1014,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1015,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
1016,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
1017,Piper,Airplane,1.0,Reciprocating,Non-Fatal
